name,info,description,url
POLSCI 300. Quantitative Empirical Methods of Political Science,One Political Science course. (4). (SS). (BS). (QR/1). May not be repeated for credit.,"This course offers an introduction to the methods political scientists use to construct, to estimate, and to evaluate empirical representations of theoretical propositions about politics. The course stresses the formulation of positive political theories and the use of data to estimate the empirical models reflecting and to evaluate the hypotheses derived from the theories.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLSCI&catalog=300', 'SP 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2280&cgtype=ug&show=20&department=POLSCI&catalog=300', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLSCI&catalog=300', 'SP 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2230&cgtype=ug&show=20&department=POLSCI&catalog=300', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLSCI&catalog=300']"
POLSCI 301. Development of Political Thought: To Modern Period,(3). (SS). May not be repeated for credit.,This course examines the principal theorists who have influenced political thought and development from the fifth century B.C. to the early seventeenth century A.D.,[]
POLSCI 302. Development of Political Thought: Modern and Recent,POLSCI 101. (3). May not be repeated for credit.,This course examines the principal theorists who have influenced political thought and development in the period from the seventeenth century to the present.,"['SP 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2280&cgtype=ug&show=20&department=POLSCI&catalog=302', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLSCI&catalog=302', 'SP 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2230&cgtype=ug&show=20&department=POLSCI&catalog=302', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLSCI&catalog=302']"
POLSCI 306. American Political Thought: Early,POLSCI 101 or upperclass standing. (3 - 4; 3 in the half-term). (SS). May not be repeated for credit.,This course examines the principal American contributions to political theory.,"['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLSCI&catalog=306', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLSCI&catalog=306']"
POLSCI 307. American Political Thought: Late,POLSCI 101 or 111. (3 - 4). (SS). May be elected twice for credit. May be elected more than once in the same term.,"This course focuses on specific themes in American political thought. Examples include: a specific historical period in American politics (such as the Colonial Era, early Republic, Reconstruction, Progressive Era); or a particular theme (race, development of rights or the state, inequality). The course serves as a bridge between the general study of American politics and political theory.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=POLSCI&catalog=307', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=POLSCI&catalog=307']"
POLSCI 309 / ENVIRON 307. Theoretical Perspectives on Environmental Change,POLSCI 101. (3 - 4). (SS). May be elected twice for credit.,This course draws upon concepts from Western political theory to examine the political and ethical issues posed by environmental change.,[]
POLSCI 310. The Politics of Public Policy,POLSCI 111. (Prerequisites enforced at registration.) (4). May not be repeated for credit. No credit granted to those who have completed or are enrolled in PUBPOL 320.,"This course provides students with an introduction to the policymaking process. The goal is to understand how policies are created and why we get the specific policies that we have. To this end, our focus will be on the factors that affect the creation of public policies, rather than on an assessment of how well these policies are working. In other words, we will focus on the policy process, rather than on policy outcomes.",['FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLSCI&catalog=310']
POLSCI 311. American Political Processes,POLSCI 111 or upperclass standing. (3). (SS). May not be repeated for credit.,"This course is a survey of mass public and elite behavior and the interaction between masses and elites. Topics discussed include public opinion and electoral behavior, political parties and interest groups, relations between office-holders and the public, and alternative models for describing the American political system.","['FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLSCI&catalog=311', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLSCI&catalog=311']"
"POLSCI 312. Persuasive Politics: Voters, Campaigns and Communication Strategies",(4). (SS). May not be repeated for credit.,"In this course, we will accomplish two things. First, we will become familiar with the logic of running a political persuasion campaign. For this purpose, we will study current research on persuasion as well as current research on campaigns. Second, each student will participate in the design of a persuasion campaign. Throughout the semester, we will discuss how to design the campaign. In the last two weeks of the class, every student will take part in a presentation for the entire class. They will then take questions from the class about the content and strategy of the presentation.",[]
POLSCI 315. Media and Public Opinion,POLSCI 111 or upperclass standing. (4; 3 in the half-term). (SS). May not be repeated for credit.,"This course discusses the effects of the media on the beliefs, values, and choices of ordinary citizens. It examines evidence of media influence in evaluations of government; attitudes toward war and foreign policy; formation of group identities and stereotypes; and learning about and choosing candidates in elections, among other topics.",['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLSCI&catalog=315']
POLSCI 316 / HISTORY 235. History of Law and Social Justice,(3 - 4; 3 in the half-term). (SS). May not be repeated for credit.,"This course examines the evolution of cause lawyering in the United States. Students will learn how some lawyers have used law as an instrument of social change, challenging the idea of law and legal practice as neutral or scientific. We will explore the ethical obstacles to this practice. We will see how clients, communities, and activists have influenced the practice of law. Students will become familiar with the instruments of legal advocacy: the brief, the oral arguments, the amicus curiae, and the judicial opinion. We will end with a critical rethinking of cause lawyering and how the interests of lawyers and legal organizations may sometimes be at odds with the clients they represent.",[]
POLSCI 317. Constitutional Law: Cases and Controversies,One course in Political Science. (3). May not be repeated for credit.,"This course explores major cases in U.S. Constitutional Law. Students will brief cases and evaluate whether they follow precedent and are supported by constitutional materials. Through other disciplines, we discuss how these decisions impacted the socio-legal culture. The so-called ""Culture Wars"" provide ""cases and controversies"" to explore that topic.","['FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLSCI&catalog=317', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLSCI&catalog=317']"
POLSCI 318. American Constitutional Politics,POLSCI 111. (3). May not be repeated for credit.,This course examines Supreme Court interpretations of the Constitution and the political implications of these interpretations. Court cases and interpretive essays are among the readings.,"['WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=POLSCI&catalog=318', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLSCI&catalog=318']"
POLSCI 319 / HISTORY 411. The Politics of Civil Liberties and Civil Rights,POLSCI 111. (4). (R&E). May not be repeated for credit.,"This course examines a number of Supreme Court decisions in the field of civil liberties and civil rights. In addition to delineating the political significance of the decisions, some emphasis is also placed on the dynamics of compliance with the Court's stated policy.","['FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLSCI&catalog=319', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLSCI&catalog=319']"
POLSCI 320. The American Presidency,POLSCI 111 or upperclass standing. (Prerequisites enforced at registration.) (4; 3 in the half-term). (SS). May not be repeated for credit.,This course surveys the development of the office and functions of the chief executive and an analysis of the sources and nature of executive power in American national and state government. Primary attention is given to the presidency.,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=POLSCI&catalog=320', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLSCI&catalog=320', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLSCI&catalog=320', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLSCI&catalog=320']"
POLSCI 321. Political Strategy and Debate,"Not available for students who have completed POLSCI 389, Topic = Political Strategy and Debate (Topic Id # = 47). (Prerequisites enforced at registration.) POLSCI 111 and Junior or Senior standing. (3). May not be repeated for credit.","In this class, we examine strategies that transform individual desires into government actions. We learn how to use data and evidence to engage politics more effectively.",[]
POLSCI 323 / ENVIRON 324. Introduction to Water Law and Policy,"Previous course in Environment, Political Science, or Public Policy. (3). (SS). May not be repeated for credit.","This course will survey the history, politics and cultural contexts that inform United States water law and policies of prior appropriation, riparian, federal reserve, and groundwater rights. In addition, the course will examine the role of population growth, energy and climate change in formulating current and future water policy.","['WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=POLSCI&catalog=323', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLSCI&catalog=323']"
POLSCI 324 / AAS 418. Black Americans and the Political System,One course in Political Science and AAS 201. (3). May not be repeated for credit.,This course focuses on the status of Blacks in the American political system. Students analyzes the capacity and the capability of the political system for negotiating internal conflicts involving Black/White relationships.,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=POLSCI&catalog=324', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLSCI&catalog=324']"
POLSCI 326. American State Government,POLSCI 111 or upperclass standing. (Prerequisites enforced at registration.) (3). (SS). May not be repeated for credit.,"This course examines processes; administrative functions; personnel and fiscal problems; nation-state, interstate, and state-local relations; and the future of the states in the federal system.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLSCI&catalog=326', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLSCI&catalog=326']"
POLSCI 328 / COMM 328. Media and Democracy,COMM 101 or COMM 102 strongly recommended. (4). May not be repeated for credit.,"Modern representative democracy depends on mass media. This course focuses on the complex roles that both traditional and social media play in increasing (or decreasing) citizens' knowledge of public affairs, and enhancing (or diminishing) political representation.",[]
POLSCI 329 / COMM 329. Mass Media and Political Behavior,(4). (SS). May not be repeated for credit.,"Focuses on the role and importance of mass media in the political process.  Topics include: how news is made; political advertising; relations between Congress, the President and the media; and the role of mass media in political campaigns.  These topics are examined through a systematic review of research in both mass communication and political science.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLSCI&catalog=329', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLSCI&catalog=329']"
POLSCI 330. Psychological Perspectives on Politics,POLSCI 111 or upperclass standing. (Prerequisites enforced at registration.) (3). (SS). May not be repeated for credit.,"This lecture course is a topical survey of psychological perspectives on politics. There are many psychological schools of thought; there are many political problems. We take up a number of the most interesting intersections between the two, e.g. socialization, leadership, decision-making, mobilization of political discontent.",[]
POLSCI 331 / ENVIRON 345 / SOC 380. Environmental Public Opinion Analysis,"One of the following: AP STATS 180, STATS 250, STATS 280, or SOC 210. (3). (SS). May not be repeated for credit.","This course examines trends in environmental public opinion, influences on people's concerns about the environment, the depth and strength of concerns, and how environmental concerns affect personal behaviors and the political process.  It also introduces students to useful statistical concepts and procedures for analyzing and interpreting public opinion data.","['FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLSCI&catalog=331', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLSCI&catalog=331']"
POLSCI 332. The Politics of America's Economic Inequality,"Not available for students who have completed POLSCI 389, Topic = Politics of Inequality in U.S. (Topic Id # = 73). (Prerequisites enforced at registration.) Some coursework in U.S. politics is recommended but not required. (4). (SS). May not be repeated for credit.","This course first explores the causes and consequences of the recent, sharp rise in economic inequality (in terms of income and wealth) in the United States. It then assesses whether inequality should be considered a problem, and - if so - what, if anything, could be done to reduce it.",[]
POLSCI 333. Comparative Elections and Election Reform,"POLSCI 111 or POLSCI 140. (3). May not be repeated for credit. No credit granted to those who have previously completed or are enrolled in POLSCI 389: Elections and Election Reform"" with Professor Allen Hicken.","This course examines the problem of how politicians and policies are selected by citizens. The mechanics of elections (rules, procedures) have enormous impact on what sorts of choices voters are offered, what sorts of coalitions politicians form, whose interests get represented in the policymaking process, and, ultimately, what policies are chosen.","['WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=POLSCI&catalog=333', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLSCI&catalog=333']"
POLSCI 334 / ANTHRCUL 317 / HISTORY 228 / REEES 397 / SLAVIC 397 / SOC 317. Communism and Capitalism in Eastern Europe,(4). (SS). May not be repeated for credit. No credit granted to those who have completed or are enrolled in REEES 396 or SLAVIC 396 or POLSCI 396 or HISTORY 333 or SOC 393.,"An overview of East Central Europe from 1945 to the present.  The first half of the course explores the workings of state socialism from an anthropological perspective (with particular focus on political economy and material culture) from the Stalinist 1950s to the more diversified decades of the 1960s to 1980s.  The second half covers the ""revolutions"" of 1989 and contemporary social, cultural, economic and political processes, including struggles over membership to the E.U.","['WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=POLSCI&catalog=334', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLSCI&catalog=334']"
